City,District,OBJECTID,REPORTYEAR,REPORTDATE,ADDRESS,ReportNumber,PropertyStatus,PropValue,Serial,Disposition,CallNumber,x,y
BOULDER,District 4,1,2015,2015-01-01,5XX MOHAWK,1570056,STOLEN,1095,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3073654.11375986,1242054.28890303
BOULDER,District 4,2,2015,2015-01-01,5XX MOHAWK,1570056,STOLEN,1450,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3073654.11375986,1242054.28890303
BOULDER,District 3M,3,2015,2015-01-05,10XX ARAPAHOE,1500130,STOLEN,1000,No,Online Report - No Call Disposition,Online Report - No Call Number,3061133.26435712,1248002.07013545
BOULDER,District 3,4,2015,2015-01-10,23XX SOUTH,1570045,STOLEN,2700,No,Online Report - No Call Disposition,Online Report - No Call Number,3066060.36442146,1250101.78736996
BOULDER,,5,2015,2015-01-12,8XX ,1570052,STOLEN,3200,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 4,6,2015,2015-01-12,28XX AURORA,1570049,STOLEN,400,No,Online Report - No Call Disposition,Online Report - No Call Number,3068357.23243509,1244362.92707795
BOULDER,District 3,7,2015,2015-01-13,23XX SPRUCE,1570060,STOLEN,700,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3065696.1149327,1251060.16208391
BOULDER,,8,2015,2015-01-14,VALID ADDRESS UNAVAILABLE,1570070,STOLEN,160,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,9,2015,2015-01-15,VALID ADDRESS UNAVAILABLE,1570074,STOLEN,800,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3M,10,2015,2015-01-20,20XX 13TH,1500720,STOLEN,748,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3061806.11494817,1249816.1624239
BOULDER,District 1,11,2015,2015-01-20,14XX ZAMIA,1500741,STOLEN,4300,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3061906.73187874,1265223.9504242
BOULDER,,12,2015,2015-01-21,VALID ADDRESS UNAVAILABLE,1500771,STOLEN,1500,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,13,2015,2015-01-21,VALID ADDRESS UNAVAILABLE,1500771,STOLEN,1000,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,14,2015,2015-01-21,VALID ADDRESS UNAVAILABLE,1500771,STOLEN,1000,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,15,2015,2015-01-21,VALID ADDRESS UNAVAILABLE,1500771,STOLEN,1500,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 4,16,2015,2015-01-22,6XX MANHATTAN,1500799,STOLEN,600,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3075457.34624817,1242587.67565746
BOULDER,District 4,17,2015,2015-01-22,6XX MANHATTAN,1500799,STOLEN,3000,No,Online Report - No Call Disposition,Online Report - No Call Number,3075457.34624817,1242587.67565746
BOULDER,District 1,18,2015,2015-01-24,31XX 3RD,1570113,STOLEN,1000,No,Online Report - No Call Disposition,Online Report - No Call Number,3057922.7245643,1254575.77753519
BOULDER,District 1,19,2015,2015-01-24,31XX 3RD,1570113,STOLEN,550,No,Online Report - No Call Disposition,Online Report - No Call Number,3057922.7245643,1254575.77753519
BOULDER,District 2,20,2015,2015-01-25,19XX 30TH,1500945,STOLEN,2500,No,Online Report - No Call Disposition,Online Report - No Call Number,3068871.45541801,1250400.63556402
BOULDER,District 3M,21,2015,2015-01-25,10XX ARAPAHOE,1500946,STOLEN,500,No,Online Report - No Call Disposition,Online Report - No Call Number,3061133.26435712,1248002.07013545
BOULDER,,22,2015,2015-01-26,29XX ,1500972,STOLEN,2800,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3M,23,2015,2015-01-26,19XX 11TH,1570121,STOLEN,350,No,Online Report - No Call Disposition,Online Report - No Call Number,3061266.20876648,1249062.08384192
BOULDER,District 1,24,2015,2015-01-27,46XX 16TH,1501038,STOLEN,1202,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3062190.91461903,1264786.6603494
BOULDER,,25,2015,2015-01-27,VALID ADDRESS UNAVAILABLE,1570128,STOLEN,500,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 4,26,2015,2015-01-29,9XX 28TH,1570141,STOLEN,1800,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3067940.61443137,1244490.41306468
BOULDER,District 4,27,2015,2015-02-03,55XX PENNSYLVANIA,1501359,STOLEN,580,No,Online Report - No Call Disposition,Online Report - No Call Number,3077057.86333081,1245233.28835032
BOULDER,District 2,28,2015,2015-02-03,29XX VALMONT,1570161,STOLEN,800,No,Online Report - No Call Disposition,Online Report - No Call Number,3068776.0018172,1253690.07090803
BOULDER,District 2,29,2015,2015-02-03,28XX KALMIA,1570163,STOLEN,3400,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3068100.86426968,1257065.16126361
BOULDER,District 1,30,2015,2015-02-06,36XX 21ST,1501476,STOLEN,1000,No,Online Report - No Call Disposition,Online Report - No Call Number,3064366.61464918,1257702.66135633
BOULDER,District 1,31,2015,2015-02-06,36XX 21ST,1501476,STOLEN,800,No,Online Report - No Call Disposition,Online Report - No Call Number,3064366.61464918,1257702.66135633
BOULDER,District 5,32,2015,2015-02-06,3XX 38TH,1570174,STOLEN,400,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3070233.1142736,1238525.03905829
BOULDER,District 5,33,2015,2015-02-06,3XX 38TH,1570174,STOLEN,400,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3070233.1142736,1238525.03905829
BOULDER,District 4,34,2015,2015-02-07,42XX MONROE,1501556,STOLEN,3600,No,Online Report - No Call Disposition,Online Report - No Call Number,3072401.83686014,1244747.77556056
BOULDER,District 3,35,2015,2015-02-09,17XX PEARL,1570202,STOLEN,400,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3063533.36480987,1250074.78741527
BOULDER,District 4,36,2015,2015-02-09,55XX STONEWALL,1570190,STOLEN,550,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3077236.58217652,1243473.6033708
BOULDER,District 4,37,2015,2015-02-09,55XX STONEWALL,1570191,STOLEN,250,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3077236.58217652,1243473.6033708
BOULDER,,38,2015,2015-02-11,9XX ,1570201,STOLEN,1500,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 1,39,2015,2015-02-16,11XX PORTLAND,1501928,STOLEN,5000,No,Online Report - No Call Disposition,Online Report - No Call Number,3060825.70011244,1251331.52613773
BOULDER,District 3,40,2015,2015-02-16,3XX SPRUCE,1570225,STOLEN,550,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3058510.86585079,1249103.78706938
BOULDER,District 3C,41,2015,2015-02-16,8XX MARINE,1570224,STOLEN,800,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3060547.61530899,1247340.53766849
BOULDER,,42,2015,2015-02-17,19XX ,1570218,STOLEN,145,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 5,43,2015,2015-02-17,1XX 31ST,1570215,STOLEN,800,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3068319.86429998,1240742.91342706
BOULDER,District 4,44,2015,2015-02-17,29XX BASELINE,1570239,STOLEN,700,No,Online Report - No Call Disposition,Online Report - No Call Number,3068837.44219614,1242606.91705755
BOULDER,District 4,45,2015,2015-02-17,11XX 35TH,1570248,STOLEN,700,No,Online Report - No Call Disposition,Online Report - No Call Number,3070401.3641996,1245464.03823463
BOULDER,District 3C,46,2015,2015-02-18,17XX 17TH,1570246,STOLEN,500,No,Online Report - No Call Disposition,Online Report - No Call Number,3063768.86505606,1248908.16243837
BOULDER,District 5,47,2015,2015-02-19,6XX WALDEN,1570261,STOLEN,8000,No,Online Report - No Call Disposition,Online Report - No Call Number,3073763.6774359,1236890.55512555
BOULDER,District 1,48,2015,2015-02-20,9XX KALMIA,1502147,STOLEN,2500,No,Online Report - No Call Disposition,Online Report - No Call Number,3060232.36535198,1257075.78606079
BOULDER,District 1,49,2015,2015-02-21,20XX BLUFF,1502171,STOLEN,4000,No,Online Report - No Call Disposition,Online Report - No Call Number,3064448.00491677,1251861.66184131
BOULDER,District 5,50,2015,2015-02-22,26XX BASELINE,1502210,STOLEN,3999,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3066917.34742633,1242872.56128995
BOULDER,District 5,51,2015,2015-02-22,26XX BASELINE,1502210,STOLEN,5549,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3066917.34742633,1242872.56128995
BOULDER,District 3M,52,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,30,No,Online Report - No Call Disposition,Online Report - No Call Number,3062535.87522732,1249230.15647831
BOULDER,District 3M,53,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,50,No,Online Report - No Call Disposition,Online Report - No Call Number,3062535.87522732,1249230.15647831
BOULDER,District 3M,54,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,750,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3062535.87522732,1249230.15647831
BOULDER,District 3M,55,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,75,No,Online Report - No Call Disposition,Online Report - No Call Number,3062535.87522732,1249230.15647831
BOULDER,District 3M,56,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,50,No,Online Report - No Call Disposition,Online Report - No Call Number,3062535.87522732,1249230.15647831
BOULDER,District 3M,57,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,30,No,Online Report - No Call Disposition,Online Report - No Call Number,3062535.87522732,1249230.15647831
BOULDER,District 3M,58,2015,2015-03-02,14XX WALNUT,1502521,STOLEN,20,No,Online Report - No Call Disposition,Online Report - No Call Number,3062535.87522732,1249230.15647831
BOULDER,District 4,59,2015,2015-03-03,42XX MONROE,1570343,STOLEN,1500,No,Online Report - No Call Disposition,Online Report - No Call Number,3072454.96184545,1244774.85879464
BOULDER,,60,2015,2015-03-08,VALID ADDRESS UNAVAILABLE,1570368,STOLEN,2400,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,61,2015,2015-03-09,9XX ,1570377,STOLEN,2000,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 4,62,2015,2015-03-15,7XX 39TH,1570477,STOLEN,100,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3071613.86403846,1243578.53832408
BOULDER,District 1,63,2015,2015-03-15,23XX PANORAMA,1503131,STOLEN,350,No,Online Report - No Call Disposition,Online Report - No Call Number,3065648.86445304,1252588.78691126
BOULDER,District 3M,64,2015,2015-03-16,14XX WALNUT,1503175,STOLEN,300,No,Online Report - No Call Disposition,Online Report - No Call Number,3062535.87522732,1249230.15647831
BOULDER,District 3M,65,2015,2015-03-16,14XX PEARL,1570411,STOLEN,200,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3062678.43127615,1249634.4413995
BOULDER,District 2,66,2015,2015-03-17,28XX KALMIA,1503242,STOLEN,1000,No,Online Report - No Call Disposition,Online Report - No Call Number,3068150.78648191,1257459.46271956
BOULDER,District 2,67,2015,2015-03-17,28XX KALMIA,1503242,STOLEN,3000,0,Online Report - No Call Disposition,Online Report - No Call Number,3068150.78648191,1257459.46271956
BOULDER,District 2,68,2015,2015-03-17,28XX KALMIA,1503242,STOLEN,1500,0,Online Report - No Call Disposition,Online Report - No Call Number,3068150.78648191,1257459.46271956
BOULDER,District 2,69,2015,2015-03-17,28XX KALMIA,1503242,STOLEN,2500,0,Online Report - No Call Disposition,Online Report - No Call Number,3068150.78648191,1257459.46271956
BOULDER,District 3M,70,2015,2015-03-18,11XX WALNUT,1570414,STOLEN,2000,No,Online Report - No Call Disposition,Online Report - No Call Number,3061394.1152921,1249103.53768094
BOULDER,District 2,71,2015,2015-03-18,29XX GLENWOOD,1570408,STOLEN,400,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3068792.86431687,1255101.03656665
BOULDER,District 1,72,2015,2015-03-20,6XX NORTH,1503399,STOLEN,1500,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3059470.61568587,1251971.16180077
BOULDER,District 1,73,2015,2015-03-23,13XX ALPINE,1570416,STOLEN,150,No,Online Report - No Call Disposition,Online Report - No Call Number,3061837.115248,1252121.78677906
BOULDER,District 3M,74,2015,2015-03-23,10XX PEARL,1503498,STOLEN,45,No,Online Report - No Call Disposition,Online Report - No Call Number,3061081.95900685,1249363.29791336
BOULDER,District 3M,75,2015,2015-03-23,10XX PEARL,1503498,STOLEN,300,No,Online Report - No Call Disposition,Online Report - No Call Number,3061081.95900685,1249363.29791336
BOULDER,District 2,76,2015,2015-03-23,33XX ARAPAHOE,1503520,STOLEN,1500,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3070217.57899735,1248512.95426472
BOULDER,District 2,77,2015,2015-03-23,33XX ARAPAHOE,1503520,STOLEN,1200,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3070217.57899735,1248512.95426472
BOULDER,District 2,78,2015,2015-03-24,33XX CHISHOLM,1503558,STOLEN,4000,No,Online Report - No Call Disposition,Online Report - No Call Number,3069596.60652019,1255804.1192015
BOULDER,District 5,79,2015,2015-03-26,6XX WALDEN,1570447,STOLEN,1600,No,Online Report - No Call Disposition,Online Report - No Call Number,3073842.03335017,1237598.29055
BOULDER,District 4,80,2015,2015-03-27,45XX LAGUNA,1503664,STOLEN,1000,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3073564.61357808,1242392.28835989
BOULDER,District 2,81,2015,2015-03-27,28XX KALMIA,1570450,STOLEN,700,No,Online Report - No Call Disposition,Online Report - No Call Number,3068100.86426968,1257065.16126361
BOULDER,District 1,82,2015,2015-03-27,26XX JUNIPER,1570461,STOLEN,750,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3066605.12072579,1256326.97985083
BOULDER,District 4,83,2015,2015-03-28,28XX BASELINE,1570452,STOLEN,250,No,Online Report - No Call Disposition,Online Report - No Call Number,3068332.36422798,1242882.66363048
BOULDER,District 1,84,2015,2015-03-28,36XX CATALPA,1570459,STOLEN,2500,No,Online Report - No Call Disposition,Online Report - No Call Number,3063428.99286359,1257735.93104263
BOULDER,District 3,85,2015,2015-03-29,18XX 22ND,1570454,STOLEN,100,No,Online Report - No Call Disposition,Online Report - No Call Number,3065562.96296271,1249620.47042347
BOULDER,District 3M,86,2015,2015-03-30,20XX 14TH,1570467,STOLEN,1256,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3062400.86534955,1249901.66212492
BOULDER,,87,2015,2015-03-31,VALID ADDRESS UNAVAILABLE,1570465,STOLEN,4000,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3M,88,2015,2015-04-02,11XX PEARL,1570478,STOLEN,950,No,Online Report - No Call Disposition,Online Report - No Call Number,3061536.86529361,1249535.78736882
BOULDER,,89,2015,2015-04-02,VALID ADDRESS UNAVAILABLE,1570480,STOLEN,3650,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,90,2015,2015-04-02,VALID ADDRESS UNAVAILABLE,1570480,STOLEN,11800,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 4,91,2015,2015-04-03,28XX AURORA,1570486,STOLEN,1200,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3068357.23243509,1244362.92707795
BOULDER,District 4,92,2015,2015-04-03,10XX ADAMS,1570487,STOLEN,300,No,Online Report - No Call Disposition,Online Report - No Call Number,3068393.61436617,1244717.91301509
BOULDER,District 2,93,2015,2015-04-03,16XX 29TH,1570488,STOLEN,500,No,Online Report - No Call Disposition,Online Report - No Call Number,3068623.43063405,1248663.76940778
BOULDER,District 4,94,2015,2015-04-04,12XX EAST RIDGE,1570490,STOLEN,1500,No,Online Report - No Call Disposition,Online Report - No Call Number,3068522.61426163,1245997.91314976
BOULDER,District 5,95,2015,2015-04-04,35XX TABLE MESA,1570491,STOLEN,1195,No,Online Report - No Call Disposition,Online Report - No Call Number,3069300.61426577,1237271.53916212
BOULDER,,96,2015,2015-04-05,48XX ,1504090,STOLEN,1000,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3M,97,2015,2015-04-05,20XX 14TH,1570494,STOLEN,900,No,Online Report - No Call Disposition,Online Report - No Call Number,3062282.06502574,1249727.22231247
BOULDER,District 2,98,2015,2015-04-06,30XX ONEAL,1570499,STOLEN,650,No,Online Report - No Call Disposition,Online Report - No Call Number,3069166.13475821,1255070.83459721
BOULDER,District 4,99,2015,2015-04-06,5XX MOHAWK,1570500,STOLEN,900,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3073654.11375986,1242054.28890303
BOULDER,District 4,100,2015,2015-04-07,29XX BASELINE,1570505,STOLEN,300,No,Online Report - No Call Disposition,Online Report - No Call Number,3068752.08460728,1243463.66330008
BOULDER,District 4,101,2015,2015-04-08,49XX TABLE MESA,1570508,STOLEN,615,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3074809.83536496,1238021.21558065
BOULDER,District 4,102,2015,2015-04-10,6XX MANHATTAN,1570523,STOLEN,1500,No,Online Report - No Call Disposition,Online Report - No Call Number,3075657.13254942,1242617.80852724
BOULDER,,103,2015,2015-04-10,VALID ADDRESS UNAVAILABLE,1570522,STOLEN,530,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3C,104,2015,2015-04-10,9XX AURORA,1504371,STOLEN,10000,No,Online Report - No Call Disposition,Online Report - No Call Number,3061572.39684201,1244328.67346859
BOULDER,District 3C,105,2015,2015-04-10,9XX AURORA,1504371,STOLEN,3000,No,Online Report - No Call Disposition,Online Report - No Call Number,3061572.39684201,1244328.67346859
BOULDER,District 3C,106,2015,2015-04-10,9XX AURORA,1504371,STOLEN,6000,No,Online Report - No Call Disposition,Online Report - No Call Number,3061572.39684201,1244328.67346859
BOULDER,District 3,107,2015,2015-04-12,16XX ARAPAHOE,1570559,STOLEN,2500,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3063455.06889813,1248072.68359692
BOULDER,District 2,108,2015,2015-04-12,29XX IRIS,1504452,STOLEN,650,No,Online Report - No Call Disposition,Online Report - No Call Number,3068371.0792621,1255790.95402049
BOULDER,District 5,109,2015,2015-04-12,36XX TABLE MESA,1570529,STOLEN,800,No,Online Report - No Call Disposition,Online Report - No Call Number,3069676.7871907,1236909.79718399
BOULDER,District 5,110,2015,2015-04-12,13XX GLEN,1570581,STOLEN,2167,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3066071.43393859,1234115.8245066
BOULDER,District 1,111,2015,2015-04-13,18XX TANSY,1504469,STOLEN,425,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3063526.32488541,1264314.66064542
BOULDER,,112,2015,2015-04-13,VALID ADDRESS UNAVAILABLE,1570533,STOLEN,300,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3,113,2015,2015-04-13,16XX ARAPAHOE,1570539,STOLEN,200,No,Online Report - No Call Disposition,Online Report - No Call Number,3063455.06889813,1248072.68359692
BOULDER,District 1,114,2015,2015-04-13,27XX IRIS,1570543,STOLEN,850,No,Online Report - No Call Disposition,Online Report - No Call Number,3067166.11710913,1256457.07445962
BOULDER,District 4,115,2015,2015-04-14,29XX COLLEGE,1570541,STOLEN,700,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3068576.86452292,1245646.03795027
BOULDER,,116,2015,2015-04-14,29XX ,1570542,STOLEN,7300,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 2,117,2015,2015-04-14,16XX 30TH,1504529,STOLEN,100,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3069511.25371116,1248698.01801794
BOULDER,District 4,118,2015,2015-04-14,5XX 30TH,1570546,STOLEN,2500,No,Online Report - No Call Disposition,Online Report - No Call Number,3069248.81087176,1242236.61471475
BOULDER,District 3M,119,2015,2015-04-15,10XX PEARL,1570550,STOLEN,4700,No,Online Report - No Call Disposition,Online Report - No Call Number,3061081.95900685,1249363.29791336
BOULDER,,120,2015,2015-04-15,19XX ,1570548,STOLEN,900,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3M,121,2015,2015-04-15,11XX PEARL,1504571,STOLEN,1175,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3061546.86528627,1249309.16242471
BOULDER,District 3M,122,2015,2015-04-15,11XX PEARL,1504571,STOLEN,25,No,Online Report - No Call Disposition,Online Report - No Call Number,3061546.86528627,1249309.16242471
BOULDER,District 1,123,2015,2015-04-15,46XX 18TH,1504593,STOLEN,3300,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3063022.35476983,1264556.66036602
BOULDER,District 1,124,2015,2015-04-15,46XX 18TH,1504593,STOLEN,2000,No,Online Report - No Call Disposition,Online Report - No Call Number,3063022.35476983,1264556.66036602
BOULDER,District 1,125,2015,2015-04-15,21XX ORCHARD,1570552,STOLEN,4000,No,Online Report - No Call Disposition,Online Report - No Call Number,3064693.86450528,1259621.66071277
BOULDER,District 3C,126,2015,2015-04-16,15XX 10TH,1504602,STOLEN,1200,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3061430.61548234,1247207.78764135
BOULDER,District 1,127,2015,2015-04-16,46XX 18TH,1504604,STOLEN,1800,No,Online Report - No Call Disposition,Online Report - No Call Number,3063021.55465685,1264605.66018793
BOULDER,District 1,128,2015,2015-04-16,4XX ALPINE,1570553,STOLEN,650,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3058520.90134092,1252274.1669615
BOULDER,District 1,129,2015,2015-04-16,24XX PANORAMA,1504614,STOLEN,1035,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3065899.36482099,1252436.03697081
BOULDER,District 1,130,2015,2015-04-16,33XX 28TH,1570554,STOLEN,400,No,Online Report - No Call Disposition,Online Report - No Call Number,3067233.02617274,1255871.65481472
BOULDER,,131,2015,2015-04-19,VALID ADDRESS UNAVAILABLE,1570563,STOLEN,2000,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,132,2015,2015-04-19,VALID ADDRESS UNAVAILABLE,1570563,STOLEN,2630,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,133,2015,2015-04-19,46XX ,1504755,STOLEN,400,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3,134,2015,2015-04-20,26XX TAFT,1570568,STOLEN,400,No,Online Report - No Call Disposition,Online Report - No Call Number,3067281.53437904,1246878.71268595
BOULDER,,135,2015,2015-04-20,33XX ,1570570,STOLEN,180,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 2,136,2015,2015-04-20,33XX CHISHOLM,1570571,STOLEN,1100,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3069262.45248148,1256103.59682778
BOULDER,District 2,137,2015,2015-04-21,33XX CHISHOLM,1504824,STOLEN,500,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3069366.48160684,1255996.41543626
BOULDER,District 3C,138,2015,2015-04-21,8XX BROADWAY,1570584,STOLEN,600,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3065321.36472485,1243950.28802893
BOULDER,District 2,139,2015,2015-04-22,48XX EDISON,1570575,STOLEN,800,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3072675.18898461,1254325.14652052
BOULDER,District 5,140,2015,2015-04-25,9XX MOORHEAD,1570598,STOLEN,1800,No,Online Report - No Call Disposition,Online Report - No Call Number,3073833.26043226,1235911.86282984
BOULDER,District 1,141,2015,2015-04-27,45XX 14TH,1570594,STOLEN,200,No,Online Report - No Call Disposition,Online Report - No Call Number,3061521.95447374,1264028.41243058
BOULDER,District 2,142,2015,2015-04-27,16XX 29TH,1570593,STOLEN,808,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3068623.43063405,1248663.76940778
BOULDER,,143,2015,2015-04-28,VALID ADDRESS UNAVAILABLE,1570596,STOLEN,500,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3C,144,2015,2015-04-29,19XX CASCADE,1570606,STOLEN,400,No,Online Report - No Call Disposition,Online Report - No Call Number,3064984.59100545,1243663.73438151
BOULDER,District 5,145,2015,2015-04-29,6XX WALDEN,1570607,STOLEN,650,No,Online Report - No Call Disposition,Online Report - No Call Number,3073748.85363917,1237408.62256309
BOULDER,District 4,146,2015,2015-04-30,11XX MONROE,1505248,STOLEN,3200,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3071778.1388564,1245342.4387495
BOULDER,District 4,147,2015,2015-04-30,11XX MONROE,1505269,STOLEN,10000,No,Online Report - No Call Disposition,Online Report - No Call Number,3072035.82989152,1245275.93140185
BOULDER,District 4,148,2015,2015-04-30,11XX MONROE,1505269,STOLEN,2500,No,Online Report - No Call Disposition,Online Report - No Call Number,3072035.82989152,1245275.93140185
BOULDER,District 4,149,2015,2015-04-30,11XX MONROE,1570610,STOLEN,250,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3072217.03090786,1245445.93929721
BOULDER,District 3M,150,2015,2015-05-01,15XX PEARL,1570612,STOLEN,1200,No,Online Report - No Call Disposition,Online Report - No Call Number,3062943.70607953,1249884.25242591
BOULDER,District 5,151,2015,2015-05-01,7XX MOORHEAD,1570621,STOLEN,1500,No,Online Report - No Call Disposition,Online Report - No Call Number,3073561.55167629,1236556.19569309
BOULDER,District 3C,152,2015,2015-05-01,11XX 13TH,1570614,STOLEN,825,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3062735.03095227,1245754.51008363
BOULDER,,153,2015,2015-05-01,9XX ,1570615,STOLEN,900,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,,154,2015,2015-05-02,VALID ADDRESS UNAVAILABLE,1570618,STOLEN,3000,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 5,155,2015,2015-05-02,9XX BASELINE,1570635,STOLEN,750,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3060879.81109444,1242459.6092644
BOULDER,,156,2015,2015-05-03,VALID ADDRESS UNAVAILABLE,1505392,STOLEN,500,Yes,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 4,157,2015,2015-05-06,38XX COLORADO,1570636,STOLEN,3500,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3071341.43283917,1245157.24014296
BOULDER,District 4,158,2015,2015-05-06,37XX COLORADO,1505534,STOLEN,1197,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3071126.7197685,1245335.31397159
BOULDER,District 3C,159,2015,2015-05-07,7XX 14TH,1570637,STOLEN,1000,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3063143.11517232,1243435.66314111
BOULDER,District 2,160,2015,2015-05-07,29XX PEARL,1570641,STOLEN,400,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3068332.48631123,1251708.02843116
BOULDER,District 5,161,2015,2015-05-08,32XX REDSTONE,1505650,STOLEN,2200,No,Online Report - No Call Disposition,Online Report - No Call Number,3069041.97560965,1230886.05753767
BOULDER,District 5,162,2015,2015-05-08,32XX REDSTONE,1505650,STOLEN,1000,No,Online Report - No Call Disposition,Online Report - No Call Number,3069041.97560965,1230886.05753767
BOULDER,District 5,163,2015,2015-05-13,36XX TABLE MESA,1570662,STOLEN,600,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3069676.7871907,1236909.79718399
BOULDER,,164,2015,2015-05-13,VALID ADDRESS UNAVAILABLE,1570665,STOLEN,600,No,Online Report - No Call Disposition,Online Report - No Call Number
BOULDER,District 3M,165,2015,2015-05-14,9XX WALNUT,1570666,STOLEN,2500,Yes,Online Report - No Call Disposition,Online Report - No Call Number,3060865.49263046,1248686.97492819
